ID,lemma,pos,frequency,WPM
663,totalmente,ADV,4098,119.07699809851643
664,nivel,NOUN,4095,118.98982606476935
665,estúpido,ADJ,4092,118.90265403102227
666,dã­a,PROPN,4089,118.81548199727517
667,proteger,VERB,4088,118.78642465269282
668,dios,INTJ,4087,118.75736730811046
669,sueño,NOUN,4084,118.67019527436337
670,solo,PROPN,4079,118.52490855145157
671,humano,ADJ,4076,118.43773651770448
672,considerar,VERB,4058,117.91470431522197
673,servicio,NOUN,4056,117.85658962605726
674,resultar,VERB,4052,117.74036024772782
675,montón,NOUN,4034,117.21732804524531
676,novia,NOUN,4020,116.81052522109225
677,encargar,VERB,4017,116.72335318734515
678,completamente,ADV,4007,116.43277974152156
679,seã±or,PROPN,4000,116.22937832944503
680,4,NUM,3994,116.05503426195087
681,centro,NOUN,3987,115.85163284987432
682,siete,NUM,3976,115.53200205946835
683,obtener,VERB,3974,115.47388737030363
684,cámara,NOUN,3972,115.41577268113892
685,revisar,VERB,3967,115.27048595822711
686,propio,ADJ,3962,115.12519923531529
687,jamás,ADV,3961,115.09614189073294
688,mente,NOUN,3949,114.7474537557446
689,buenos,PROPN,3947,114.68933906657988
690,dirigir,VERB,3941,114.51499499908572
691,dar yo,VERB,3941,114.51499499908572
692,aire,NOUN,3924,114.02102014118556
693,york,PROPN,3919,113.87573341827377
694,escena,NOUN,3919,113.87573341827377
695,12,NUM,3912,113.67233200619724
696,caminar,VERB,3908,113.55610262786779
697,través,NOUN,3901,113.35270121579127
698,desaparecer,VERB,3897,113.2364718374618
699,soler,VERB,3893,113.12024245913237
700,barco,NOUN,3889,113.00401308080292
701,te,NOUN,3881,112.77155432414403
702,bien?\nsí,PROPN,3880,112.74249697956166
703,asesino,NOUN,3880,112.74249697956166
704,ni,ADV,3879,112.71343963497932
705,mã­,PROPN,3874,112.56815291206752
706,bien.\nno,SCONJ,3874,112.56815291206752
707,diz,NOUN,3848,111.81266195292612
708,edificio,NOUN,3844,111.69643257459666
709,mesa,NOUN,3830,111.28962975044362
710,va,ADJ,3811,110.73754020337874
711,antiguo,ADJ,3790,110.12733596714916
712,edad,NOUN,3785,109.98204924423736
713,â¿quã,PRON,3781,109.86581986590791
714,casar,VERB,3779,109.80770517674318
715,ninguno,PRON,3773,109.63336110924901
716,blanco,ADJ,3768,109.48807438633722
717,manejar,VERB,3768,109.48807438633722
718,carrera,NOUN,3767,109.45901704175486
719,extraño,ADJ,3763,109.34278766342541
720,responder,VERB,3762,109.31373031884304
721,recuperar,VERB,3751,108.99409952843706
722,espera,PROPN,3751,108.99409952843706
723,eh,PROPN,3738,108.61635404886637
724,correcto,ADJ,3714,107.91897777888971
725,merecer,VERB,3711,107.83180574514262
726,compañía,NOUN,3707,107.71557636681317
727,crees,VERB,3690,107.22160150891304
728,mentir,VERB,3688,107.16348681974831
729,golpear,VERB,3682,106.98914275225415
730,vale,PROPN,3679,106.90197071850707
731,regalo,NOUN,3677,106.84385602934233
732,guardar,VERB,3656,106.23365179311276
733,averiguar,VERB,3654,106.17553710394803
734,baño,NOUN,3646,105.94307834728914
735,culo,NOUN,3644,105.8849636581244
736,pelo,NOUN,3639,105.73967693521261
737,estabar,VERB,3633,105.56533286771844
738,divertido,ADJ,3631,105.50721817855371
739,interesar,VERB,3622,105.24570207731246
740,ocho,NUM,3612,104.95512863148886
741,ir yo,VERB,3607,104.80984190857706
742,6,NUM,3596,104.49021111817108
743,zona,NOUN,3592,104.37398173984162
744,cielo,NOUN,3592,104.37398173984162
745,llamada,NOUN,3588,104.25775236151219
746,llevar él,VERB,3588,104.25775236151219
747,demá,PRON,3586,104.19963767234748
748,asesinar,VERB,3585,104.17058032776511
749,lindo,ADJ,3584,104.14152298318274
750,crimen,NOUN,3584,104.14152298318274
751,fondo,NOUN,3577,103.93812157110622
752,adónde,PRON,3575,103.8800068819415
753,compañero,NOUN,3572,103.79283484819442
754,duda,NOUN,3572,103.79283484819442
755,hola.\nhola,PROPN,3567,103.6475481252826
756,ocupado,ADJ,3564,103.56037609153552
757,i,CCONJ,3561,103.47320405778844
758,50,NUM,3558,103.38603202404136
759,bomba,NOUN,3558,103.38603202404136
760,novio,NOUN,3554,103.2698026457119
761,base,NOUN,3546,103.03734388905302
762,poner él,VERB,3546,103.03734388905302
763,dirección,NOUN,3544,102.9792291998883
764,especie,NOUN,3542,102.92111451072357
765,aquel,DET,3526,102.45619699740578
766,asegurar,VERB,3523,102.3690249636587
767,cena,NOUN,3520,102.28185292991162
768,invitar,VERB,3514,102.10750886241746
769,regla,NOUN,3506,101.87505010575858
770,pobre,ADJ,3490,101.41013259244079
771,verte,NOUN,3490,101.41013259244079
772,tarjeta,NOUN,3490,101.41013259244079
773,caballero,NOUN,3487,101.32296055869371
774,ante,ADP,3486,101.29390321411134
775,futuro,NOUN,3481,101.14861649119953
776,brazo,NOUN,3481,101.14861649119953
777,cerebro,NOUN,3479,101.09050180203482
778,despertar,VERB,3478,101.06144445745245
779,crees,PROPN,3473,100.91615773454065
780,estár,AUX,3465,100.68369897788176
781,entregar,VERB,3462,100.59652694413467
782,piso,NOUN,3450,100.24783880914633
783,tema,NOUN,3448,100.18972411998162
784,mayoría,NOUN,3448,100.18972411998162
785,atrapar,VERB,3443,100.04443739706981
786,déjamir,VERB,3441,99.98632270790507
787,accidente,NOUN,3437,99.87009332957564
788,necesario,ADJ,3423,99.46329050542258
789,capitán,NOUN,3422,99.43423316084021
790,caballo,NOUN,3417,99.28894643792842
791,anoche,ADV,3415,99.23083174876369
792,va,NOUN,3412,99.14365971501661
793,â¿quã,DET,3405,98.94025830294008
794,café,NOUN,3404,98.91120095835771
795,informe,NOUN,3401,98.82402892461063
796,normal,ADJ,3366,97.80702186422799
797,estã¡s,VERB,3364,97.74890717506327
798,construir,VERB,3361,97.66173514131619
799,of,PROPN,3355,97.48739107382202
800,misión,NOUN,3352,97.40021904007493
801,sufrir,VERB,3352,97.40021904007493
802,paciente,NOUN,3347,97.25493231716312
803,presidente,NOUN,3343,97.13870293883367
804,varios,DET,3341,97.08058824966896
805,mal,NOUN,3341,97.08058824966896
806,causar,VERB,3338,96.99341621592187
807,mira,NOUN,3336,96.93530152675716
808,cometer,VERB,3325,96.61567073635118
809,mã¡s,PROPN,3322,96.5284987026041
810,preocupado,ADJ,3316,96.35415463510992
811,pierna,NOUN,3312,96.23792525678047
812,hey,INTJ,3311,96.20886791219812
813,levantar,VERB,3305,96.03452384470395
814,quedar yo,VERB,3305,96.03452384470395
815,dicho,ADJ,3295,95.74395039888034
816,pista,NOUN,3289,95.56960633138617
817,posibilidad,NOUN,3287,95.51149164222146
818,haber él,AUX,3281,95.33714757472728
819,cumplir,VERB,3277,95.22091819639783
820,â¿cã³mo,VERB,3272,95.07563147348603
821,â¿por,NOUN,3269,94.98845943973895
822,poco,DET,3266,94.90128740599187
823,pelea,NOUN,3263,94.81411537224477
824,joven,NOUN,3262,94.78505802766242
825,soldado,NOUN,3260,94.72694333849769
826,maldito,NOUN,3255,94.58165661558589
827,espacio,NOUN,3253,94.52354192642117
828,cuidado,ADJ,3252,94.4944845818388
829,recoger,VERB,3249,94.40731254809171
830,personal,ADJ,3242,94.2039111360152
831,delante,ADV,3236,94.02956706852102
832,hotel,NOUN,3236,94.02956706852102
833,peligroso,ADJ,3235,94.00050972393868
834,hacer yo,VERB,3234,93.97145237935631
835,tarde,NOUN,3231,93.88428034560921
836,canción,NOUN,3230,93.85522300102686
837,michael,PROPN,3229,93.8261656564445
838,san,PROPN,3228,93.79710831186213
839,alrededor,ADV,3223,93.65182158895033
840,controlar,VERB,3210,93.27407610937964
841,mã¡s,NOUN,3205,93.12878938646782
842,amable,ADJ,3202,93.04161735272075
843,ah,INTJ,3197,92.89633062980893
844,señor,PROPN,3190,92.69292921773241
845,orgulloso,ADJ,3187,92.60575718398532
846,sã,PROPN,3184,92.51858515023824
847,acercar,VERB,3181,92.43141311649116
848,investigación,NOUN,3175,92.25706904899698
849,afuero,ADJ,3167,92.0246102923381
850,adiós,INTJ,3166,91.99555294775574
851,investigar,VERB,3157,91.73403684651448
852,tu,PRON,3154,91.6468648127674
853,crecer,VERB,3149,91.5015780898556
854,cierto,DET,3147,91.44346340069087
855,resolver,VERB,3136,91.12383261028491
856,atención,NOUN,3125,90.80420181987893
857,vista,NOUN,3122,90.71702978613185
858,golpe,NOUN,3119,90.62985775238477
859,club,NOUN,3113,90.45551368489059
860,agradecer,VERB,3112,90.42645634030822
861,sam,PROPN,3101,90.10682554990225
862,testigo,NOUN,3100,90.0777682053199
863,cualquiera,PRON,3099,90.04871086073753
864,bolsa,NOUN,3096,89.96153882699045
865,estrella,NOUN,3086,89.67096538116684
866,increíble,ADJ,3076,89.38039193534321
867,médico,NOUN,3070,89.20604786784907
868,música,NOUN,3055,88.77018769911363
869,alma,NOUN,3051,88.6539583207842
870,vamos,INTJ,3050,88.62490097620183
871,limpiar,VERB,3042,88.39244221954294
872,odiar,VERB,3040,88.33432753037822
873,preferir,VERB,3037,88.24715549663114
874,obra,NOUN,3035,88.18904080746641
875,peligro,NOUN,3033,88.13092611830169
876,embargo,NOUN,3030,88.0437540845546
877,miembro,NOUN,3027,87.95658205080751
878,rico,ADJ,3019,87.72412329414863
879,inteligente,ADJ,3012,87.52072188207211
880,dispuesto,ADJ,3007,87.3754351591603
881,metro,NOUN,3004,87.28826312541322
882,bien,NOUN,3000,87.17203374708376
883,casa,PROPN,2995,87.02674702417197
884,dedo,NOUN,2994,86.9976896795896
885,máquina,NOUN,2991,86.91051764584252
886,bar,NOUN,2989,86.85240295667779
887,debajo,ADV,2988,86.82334561209544
888,puesto,NOUN,2977,86.50371482168947
889,quieres,VERB,2976,86.4746574771071
890,simple,ADJ,2975,86.44560013252473
891,fbi,PROPN,2975,86.44560013252473
892,ayer,ADV,2961,86.03879730837167
893,continuar,VERB,2961,86.03879730837167
894,suyo,DET,2960,86.00973996378931
895,gracioso,ADJ,2959,85.98068261920696
896,rey,NOUN,2956,85.89351058545986
897,animal,NOUN,2955,85.86445324087752
898,abierto,ADJ,2950,85.7191665179657
899,tienes,PROPN,2949,85.69010917338335
900,motivo,NOUN,2946,85.60293713963627
901,principio,NOUN,2946,85.60293713963627
902,haber él,VERB,2942,85.48670776130682
903,frank,PROPN,2940,85.42859307214209
904,nota,NOUN,2938,85.37047838297737
905,sentado,ADJ,2937,85.34142103839501
906,cenar,VERB,2935,85.28330634923029
907,tren,NOUN,2932,85.1961343154832
908,terrible,ADJ,2924,84.96367555882432
909,abandonar,VERB,2918,84.78933149133015
910,ayudar él,VERB,2916,84.73121680216542
911,honor,NOUN,2905,84.41158601175945
912,cã³mo,ADV,2905,84.41158601175945
913,tu,NOUN,2904,84.38252866717708
914,además,ADV,2902,84.32441397801237
915,discutir,VERB,2895,84.12101256593583
916,imaginar,VERB,2894,84.09195522135347
917,cuestión,NOUN,2894,84.09195522135347
918,debería,NOUN,2892,84.03384053218876
919,bala,NOUN,2891,84.00478318760639
920,esposo,NOUN,2890,83.97572584302402
921,in,ADP,2880,83.68515239720041
922,estados,PROPN,2879,83.65609505261806
923,operación,NOUN,2874,83.51080832970625
924,broma,NOUN,2873,83.48175098512388
925,necesita,NOUN,2869,83.36552160679445
926,registro,NOUN,2862,83.16212019471793
927,experiencia,NOUN,2862,83.16212019471793
928,entrada,NOUN,2862,83.16212019471793
929,capitán,PROPN,2859,83.07494816097083
930,imposible,ADJ,2858,83.04589081638846
931,ves,VERB,2848,82.75531737056487
932,charlie,PROPN,2845,82.66814533681777
933,precio,NOUN,2839,82.49380126932361
934,color,NOUN,2834,82.3485145464118
935,opción,NOUN,2826,82.11605578975292
936,preparado,ADJ,2823,82.02888375600583
937,maravilloso,ADJ,2820,81.94171172225874
938,ventana,NOUN,2820,81.94171172225874
939,posición,NOUN,2809,81.62208093185276
940,contigo,PROPN,2808,81.59302358727041
941,cantar,VERB,2804,81.47679420894097
942,ven,PROPN,2799,81.33150748602915
943,viajar,VERB,2795,81.21527810769972
944,quiero,PROPN,2794,81.18622076311735
945,deberiar,VERB,2792,81.12810607395262
946,compartir,VERB,2786,80.95376200645846
947,joe,PROPN,2786,80.95376200645846
948,resultado,NOUN,2785,80.9247046618761
949,basura,NOUN,2781,80.80847528354666
950,apenas,ADV,2780,80.77941793896429
951,mal,ADJ,2780,80.77941793896429
952,arruinar,VERB,2769,80.45978714855832
953,unidad,NOUN,2768,80.43072980397596
954,objetivo,NOUN,2768,80.43072980397596
955,horrible,ADJ,2768,80.43072980397596
956,banco,NOUN,2767,80.4016724593936
957,carajo,NOUN,2767,80.4016724593936
958,igual,ADV,2763,80.28544308106416
959,ciento,NUM,2758,80.14015635815234
960,empresa,NOUN,2757,80.11109901356998
961,director,NOUN,2756,80.08204166898761
962,acción,NOUN,2756,80.08204166898761
963,boda,NOUN,2750,79.90769760149345
964,profesor,NOUN,2744,79.73335353399929
965,permiso,NOUN,2744,79.73335353399929
966,tom,PROPN,2744,79.73335353399929
967,pistola,NOUN,2737,79.52995212192276
968,cruzar,VERB,2731,79.35560805442859
969,causa,NOUN,2730,79.32655070984623
970,intento,NOUN,2730,79.32655070984623
971,io,ADV,2721,79.06503460860498
972,nada,NOUN,2720,79.03597726402262
973,huir,VERB,2715,78.89069054111081
974,cansado,ADJ,2715,78.89069054111081
975,utilizar,VERB,2713,78.83257585194609
976,puto,NOUN,2712,78.80351850736372
977,ejército,NOUN,2710,78.74540381819901
978,imagen,NOUN,2706,78.62917443986956
979,100,NUM,2702,78.51294506154012
980,george,PROPN,2699,78.42577302779303
981,bastar,VERB,2696,78.33860099404595
982,james,PROPN,2696,78.33860099404595
983,suelo,NOUN,2686,78.04802754822234
984,gana,NOUN,2683,77.96085551447526
985,maldita,NOUN,2683,77.96085551447526
986,tuyo,PRON,2677,77.78651144698108
987,trasero,NOUN,2677,77.78651144698108
988,mike,PROPN,2677,77.78651144698108
989,energía,NOUN,2676,77.75745410239871
990,dato,NOUN,2667,77.49593800115747
991,haga,NOUN,2667,77.49593800115747
992,serã,PROPN,2666,77.46688065657511
993,gracias,INTJ,2666,77.46688065657511
994,planear,VERB,2659,77.26347924449858
995,hallar,VERB,2656,77.1763072107515
996,opinión,NOUN,2655,77.14724986616913
997,bailar,VERB,2651,77.03102048783968
998,banda,NOUN,2651,77.03102048783968
999,bajo,ADJ,2650,77.00196314325733
1000,ia,PROPN,2648,76.94384845409262
1001,diferencia,NOUN,2642,76.76950438659844
1002,quã,PROPN,2642,76.76950438659844
1003,cárcel,NOUN,2640,76.71138969743372
1004,is,PROPN,2640,76.71138969743372
1005,creser,VERB,2638,76.65327500826899
1006,david,PROPN,2637,76.62421766368664
1007,presidente,PROPN,2636,76.59516031910427
1008,locura,NOUN,2636,76.59516031910427
1009,enemigo,NOUN,2635,76.56610297452191
1010,vengar,VERB,2635,76.56610297452191
1011,planeta,NOUN,2632,76.47893094077482
1012,cerveza,NOUN,2629,76.39175890702774
1013,conoz,NOUN,2626,76.30458687328067
1014,tonto,NOUN,2626,76.30458687328067
1015,dame,PROPN,2625,76.2755295286983
1016,habla,NOUN,2621,76.15930015036885
1017,carne,NOUN,2620,76.1302428057865
1018,peter,PROPN,2620,76.1302428057865
1019,perdido,ADJ,2620,76.1302428057865
1020,habã­ar,VERB,2616,76.01401342745704
1021,principal,ADJ,2613,75.92684139370996
1022,esconder,VERB,2612,75.89778404912761
1023,mencionar,VERB,2605,75.69438263705106
1024,directo,ADJ,2602,75.60721060330398
1025,ir él,VERB,2601,75.57815325872163
1026,llorar,VERB,2599,75.5200385695569
1027,pegar,VERB,2598,75.49098122497455
1028,riesgo,NOUN,2596,75.43286653580981
1029,demostrar,VERB,2595,75.40380919122747
1030,casado,ADJ,2594,75.3747518466451
1031,valor,NOUN,2589,75.22946512373329
1032,ser,VERB,2578,74.90983433332732
1033,pertenecer,VERB,2578,74.90983433332732
1034,ocupar,VERB,2576,74.8517196441626
1035,completo,ADJ,2575,74.82266229958023
1036,cuidado,NOUN,2575,74.82266229958023
1037,equivocado,ADJ,2569,74.64831823208607
1038,fuera,NOUN,2568,74.61926088750371
1039,depender,VERB,2565,74.53208885375662
1040,estudio,NOUN,2565,74.53208885375662
1041,órden,NOUN,2565,74.53208885375662
1042,tenã­ar,VERB,2558,74.32868744168009
1043,gritar,VERB,2555,74.24151540793301
1044,huella,NOUN,2548,74.03811399585648
1045,asesino,ADJ,2546,73.97999930669177
1046,libertad,NOUN,2541,73.83471258377996
1047,rey,PROPN,2538,73.74754055003287
1048,â¿quiã,ADV,2535,73.66036851628579
1049,doler,VERB,2533,73.60225382712106
1050,devolver,VERB,2528,73.45696710420926
1051,respeto,NOUN,2527,73.4279097596269
1052,vuelo,NOUN,2517,73.13733631380327
1053,enterar,VERB,2517,73.13733631380327
1054,aun,ADV,2516,73.10827896922092
1055,saltar,VERB,2509,72.90487755714439
1056,firmar,VERB,2508,72.87582021256203
1057,estudiar,VERB,2507,72.84676286797966
1058,sorprender,VERB,2505,72.78864817881495
1059,matrimonio,NOUN,2502,72.70147614506787
1060,sã,VERB,2502,72.70147614506787
1061,detalle,NOUN,2497,72.55618942215607
1062,interesante,ADJ,2495,72.49807473299133
1063,consejo,NOUN,2495,72.49807473299133
1064,papá,PROPN,2487,72.26561597633244
1065,vaya,VERB,2481,72.09127190883827
1066,prisión,NOUN,2480,72.06221456425592
1067,sã³lo,ADJ,2468,71.71352642926757
1068,movimiento,NOUN,2450,71.19049422678508
1069,contratar,VERB,2448,71.13237953762035
1070,vetir,VERB,2444,71.01615015929092
1071,8,NUM,2440,70.89992078096147
1072,hacerte,NOUN,2440,70.89992078096147
1073,regreso,NOUN,2439,70.87086343637911
1074,efecto,NOUN,2438,70.84180609179674
1075,aquel,PRON,2437,70.81274874721437
1076,hayas,VERB,2435,70.75463405804966
1077,sugerir,VERB,2431,70.63840467972022
1078,dej,NOUN,2430,70.60934733513785
1079,reconocer,VERB,2424,70.43500326764368
1080,dã,PROPN,2422,70.37688857847897
1081,salida,NOUN,2421,70.3478312338966
1082,estación,NOUN,2417,70.23160185556716
1083,noches,PROPN,2416,70.2025445109848
1084,ordenar,VERB,2411,70.05725778807299
1085,asiento,NOUN,2408,69.97008575432591
1086,pareja,NOUN,2405,69.88291372057881
1087,conmigo,ADP,2402,69.79574168683173
1088,acceso,NOUN,2400,69.73762699766702
1089,lanzar,VERB,2399,69.70856965308465
1090,guardia,NOUN,2398,69.6795123085023
1091,pared,NOUN,2395,69.59234027475522
1092,anteriormente,ADV,2393,69.53422558559049
1093,juicio,NOUN,2392,69.50516824100812
1094,camión,NOUN,2390,69.44705355184341
1095,médico,ADJ,2388,69.38893886267867
1096,40,NUM,2387,69.35988151809632
1097,rojo,ADJ,2385,69.30176682893159
1098,radio,NOUN,2383,69.24365213976687
1099,mierdo,ADJ,2381,69.18553745060215
1100,tierra,PROPN,2376,69.04025072769035
1101,and,PROPN,2376,69.04025072769035
1102,zapato,NOUN,2375,69.01119338310798
1103,disfrutar,VERB,2374,68.98213603852561
1104,haz,ADJ,2370,68.86590666019617
1105,estã¡n,VERB,2369,68.83684931561382
1106,muerto,NOUN,2369,68.83684931561382
1107,24,NUM,2367,68.7787346264491
1108,quedar él,VERB,2359,68.54627586979021
1109,visita,NOUN,2356,68.45910383604311
1110,vaya,PROPN,2356,68.45910383604311
1111,toque,NOUN,2349,68.2557024239666
1112,mentira,NOUN,2343,68.08135835647242
1113,código,NOUN,2343,68.08135835647242
1114,tenía,NOUN,2340,67.99418632272534
1115,gobierno,NOUN,2335,67.84889959981354
1116,diga,NOUN,2332,67.76172756606645
1117,triste,ADJ,2329,67.67455553231937
1118,partido,NOUN,2326,67.58738349857228
1119,cubrir,VERB,2318,67.3549247419134
1120,ejemplo,NOUN,2317,67.32586739733102
1121,decir tú,VERB,2314,67.23869536358394
1122,ben,PROPN,2311,67.15152332983686
1123,corte,NOUN,2311,67.15152332983686
1124,oler,VERB,2310,67.12246598525451
1125,bienvenido,ADJ,2305,66.9771792623427
1126,estabas,AUX,2304,66.94812191776033
1127,anillo,NOUN,2302,66.89000722859562
1128,negar,VERB,2302,66.89000722859562
1129,enfermedad,NOUN,2300,66.83189253943088
1130,espalda,NOUN,2296,66.71566316110145
1131,oro,NOUN,2295,66.68660581651908
1132,harry,PROPN,2295,66.68660581651908
1133,quemar,VERB,2294,66.65754847193672
1134,escucha,PROPN,2292,66.599433782772
1135,mamá,PROPN,2291,66.57037643818964
1136,piel,NOUN,2289,66.51226174902492
1137,excepto,ADP,2288,66.48320440444256
1138,conversación,NOUN,2288,66.48320440444256
1139,esperanza,NOUN,2285,66.39603237069547
1140,laboratorio,NOUN,2282,66.30886033694838
1141,suficientemente,ADV,2282,66.30886033694838
1142,saber él,VERB,2279,66.2216883032013
